,X,Y,Z,represx,represy,represz,repres,cat
happiny,-4.023739458456621,4.066171448569202,2.432427591437087,0.007167046531278774,0.007319002463871367,0.0026191499454474784,0.01710519894059762,FU
chatot,-6.258294036171796,-4.142799417360466,-18.479627075455323,0.0016855799026780284,0.0007386270861857884,0.014696835127139953,0.01712104211600377,PU
spiritomb,-4.959696753207538,8.34591666095369,-1.5380420803270194,0.0070429950680967746,0.019943217446825895,0.0006773038942998134,0.02766351640922248,RU
gible,-0.14341923735156836,-10.256158233734936,-3.6774748723030224,6.867234930558181e-06,0.03511854486883673,0.0045150910787997425,0.03964050318256703,FU
gabite,11.408776071663908,-8.029957979206802,-8.12983627413845,0.0292807789238477,0.014505445071496561,0.01486853270742951,0.05865475670277377,FU
garchomp,17.99513634617609,-7.6184629805752895,-10.066785053079217,0.054558076027458664,0.009778753229083614,0.01707380648226922,0.0814106357388115,OU
munchlax,7.112717001577295,4.466052673161881,7.368861046498406,0.018046813938462483,0.007115037012453189,0.01937002655923772,0.04453187751015339,FU
riolu,14.122996922835444,-1.8592005821902982,8.043950535226184,0.022110781647219576,0.0003831800239251516,0.007172807067402103,0.02966676873854683,FU
lucario,20.329616789850437,2.41206602289087,2.5370980906606997,0.031451108603872964,0.0004427473350763955,0.0004898375684071495,0.03238369350735651,UU
hippopotas,4.422561644084062,-6.38581831374909,1.4491665404886915,0.003047592139180384,0.006353926264651609,0.0003272243780098966,0.00972874278184189,FU
hippowdon,9.511195008630702,-7.135558685053903,-0.822398899704819,0.0109293686431203,0.0061514977152988416,8.171277201892109e-05,0.017162579130438064,UU
skorupi,-5.55264903771623,-9.153229670110411,-0.29177838531178457,0.008249849134807386,0.022417866451287294,2.277989885570274e-05,0.03069049548495038,FU
drapion,8.668337871336398,-8.810981263983281,-7.425309135127979,0.008764016843351739,0.0090548257565551,0.006430735104076295,0.024249577703983137,RU
croagunk,0.6760049674228901,-3.852183452096896,9.783062148210826,7.36376786455595e-05,0.002391190835066879,0.015422328154946156,0.017887156668658595,FU
toxicroak,14.089952016014582,0.8639557157671511,8.719885949153225,0.022926349845954156,8.619832990477336e-05,0.008780868966229033,0.031793417142087964,UU
carnivine,-6.007322124013844,-3.5647153789715382,-0.32863478881622615,0.01674503083633149,0.005896222051324554,5.0113089928296986e-05,0.022691365977584345,FU
finneon,-8.463031257749792,-7.265876321930473,0.7475772061252668,0.05892761339858557,0.043435313926054424,0.0004598106909114675,0.10282273801555147,FU
lumineon,-2.1011442173338954,-3.056679524061016,-1.212819181559453,0.0021633545107449265,0.0045784216262509305,0.0007207888881441604,0.007462565025140018,FU
mantyke,-5.131006375361631,-3.9740320142109566,2.6768946896359695,0.011089911461214769,0.006652512406079291,0.003018460817390451,0.02076088468468451,FU
snover,-5.905461129516164,-2.142062102218781,5.577456762415189,0.0043527258862877775,0.0005726876306694771,0.0038826309499893933,0.008808044466946649,FU
abomasnow,2.597907246928826,1.558511406437602,5.961999340864737,0.0007097544102270924,0.00025543522511291093,0.0037380461971551334,0.004703235832495137,RU
weavile,11.652933391448368,2.5621828154369024,0.6805743231185309,0.016197239425781638,0.0007830521782488255,5.5248640226944854e-05,0.017035540244257408,OU
magnezone,-5.1025194817117905,6.250420036234856,-1.5617051363991001,0.0036326976511610242,0.005451026796223746,0.0003402968957218648,0.009424021343106635,OU
lickilicky,12.933341214864178,7.123336812816866,12.689775063473455,0.02751900359641408,0.008347918358671212,0.02649226446288065,0.06235918641796594,PU
rhyperior,30.05968741576999,-6.024819212514469,6.747332090482047,0.07028621959040074,0.0028235098280470646,0.003541322154251694,0.0766510515726995,RU
tangrowth,-0.6235201867149782,-0.5613128130256504,1.2970884972702588,8.579600217704475e-05,6.953059189292474e-05,0.0003712831418803242,0.0005266097359502937,RU
electivire,8.78890772167395,4.953262445815108,6.776369602183685,0.012387349102132805,0.003934515374315538,0.00736381279158182,0.023685677268030163,NU
magmortar,10.250262863262623,1.3846789290205743,2.027746320553896,0.018487179300751007,0.00033736406009712367,0.0007234822686204731,0.019548025629468606,NU
togekiss,-1.2049080566849861,24.357839095704023,-15.824860663073698,0.00016002421662454966,0.06539663583576029,0.02760308881125584,0.09315974886364067,OU
yanmega,-4.002175274244472,-1.1753495378381347,-16.159454809842764,0.0032361572721980422,0.00027910749066050307,0.05275830317371367,0.05627356793657221,UU
leafeon,-1.0933611272966832,1.4676354579710171,-2.47122789651831,0.0004817253386568241,0.0008679778126217476,0.0024609218827651635,0.0038106250340437355,FU
glaceon,0.29673058571550115,3.4263767729829366,2.143729793171242,1.994017165198434e-05,0.002658731613867122,0.0010407450461426737,0.00371941683166178,FU
gliscor,14.20890763052643,-9.304621092420472,-16.646739141212727,0.01789149579903402,0.007672248365350658,0.024557469705342696,0.05012121386972737,OU
mamoswine,8.75527618246979,-4.340811828603154,4.825979285002058,0.010916274622475523,0.0026833459759234915,0.0033166959384015376,0.016916316536800553,OU
porygon-z,-6.108710073679102,15.290498598720985,-4.692492902504994,0.0043239386267924,0.027090922169965222,0.0025514539997711825,0.033966314796528806,UU
gallade,5.46634829574594,24.22032241317895,5.124166995991678,0.0030164256588526505,0.05921856328731364,0.002650602336296392,0.06488559128246268,RU
probopass,4.6032288606489935,1.431684338072305,6.0988968737003315,0.0030308606379385477,0.00029318070220268433,0.005320389314187556,0.008644430654328787,NU
dusknoir,2.7955156258727674,16.594102577463875,10.702073336792614,0.0011521427720737822,0.04059663080595381,0.016885669969360088,0.058634443547387685,PU
froslass,-3.080923549470363,9.694316936532578,4.640612935304818,0.0011762856225565794,0.011646230282512207,0.002668711565127786,0.015491227470196572,UU
rotom,-9.37582102002609,6.150550957855541,-1.4776125046842912,0.03773449510268784,0.01623857699579244,0.0009372189094532073,0.05491029100793349,NU
rotom-wash,-9.276660833582318,8.933429956539143,-2.8476757455277935,0.028974548211862287,0.026870131330624093,0.002730325268165839,0.058575004810652226,UU
rotom-frost,-10.296596030000416,8.24077694813908,-1.5817971001759044,0.035761537205849264,0.022906838227533095,0.0008439765506677294,0.05951235198405009,PU
rotom-heat,-9.041390002161139,9.00345794449139,-3.8107605946346066,0.027356443044661782,0.027127383258152813,0.004859734620375771,0.05934356092319036,UU
rotom-mow,-9.448493398211948,7.476130969863899,-3.171309211604367,0.030202179838970437,0.018908930394245207,0.0034024389342785194,0.05251354916749416,RU
rotom-fan,-9.775136599656095,8.627299951263074,-3.5015295531919817,0.03068462819541846,0.02390149084380861,0.003937230018544685,0.058523349057771755,NU
uxie,-5.975004125373331,19.674000254400095,1.0887361539837455,0.008821227275929603,0.09563964117940524,0.00029288550749371215,0.10475375396282854,NU
mesprit,-5.406916096231272,20.891862627025024,1.4391361939933138,0.007238645419804836,0.10807179526053252,0.000512816315948054,0.11582325699628541,NU
azelf,-3.2100963507832008,21.172670642677062,-2.4678618813884934,0.002655142813693799,0.11550559813974462,0.0015692547420749334,0.11972999569551336,UU
dialga,14.167261169561122,2.69667386540619,-13.049961057412307,0.019950706401883633,0.0007228419184064851,0.016927971093445997,0.037601519413736115,UB
palkia,13.25139564764342,4.552975711987891,-9.57306957813469,0.019824900159838812,0.002340337190589491,0.010346422233958652,0.032511659584386954,UB
heatran,8.07185308185838,-5.118489332710156,-10.075383635949368,0.006197145108915635,0.0024918894611727443,0.009655357340109026,0.018344391910197405,OU
regigigas,8.533305854100291,1.5899370140411477,5.8822353047163105,0.02297475135731826,0.0007975832699551641,0.010916941490041734,0.034689276117315156,FU
giratina,5.102323489375289,10.43395785921972,-19.65490244119569,0.0030872243642402473,0.012910122719129322,0.04581144586250937,0.06180879294587894,UB
giratina-origin,5.061648919855726,10.106989764188285,-20.108966218824165,0.0031507926952760463,0.012562597459517492,0.0497296361079283,0.06544302626272183,UB
cresselia,-9.616232221637734,20.6464059254277,-1.7642013552290332,0.008992782372903588,0.04145463750155094,0.00030267775297984374,0.050750097627434376,RU
phione,-4.368886898651818,-0.9873290060102962,2.7879934029526208,0.013163485273964942,0.0006722844718348226,0.005360592220203218,0.01919636196600298,FU
manaphy,-4.737107757119058,5.771280696397701,0.7565077003755057,0.004521162178374056,0.006710701989715843,0.00011530556388963196,0.011347169731979532,OU
darkrai,4.11180308024446,14.535583456879529,-6.593150843341037,0.0005519976612688462,0.0068982282548245314,0.0014192491624135473,0.008869475078506925,UB
shaymin,-6.927406947874923,2.0145463869800153,-5.0364939620765385,0.006369450611371644,0.0005386604834965616,0.0033667991435609485,0.010274910238429153,UU
shaymin-sky,-5.658979585058477,2.9614857732768805,-7.240514165665141,0.003444967613206163,0.0009434702065195545,0.0056395922371212754,0.010028030056846993,UB
arceus,15.044875980682464,24.53792347145417,-21.37026676930158,0.007220010712578529,0.01920596942316349,0.014567348326536765,0.04099332846227879,UB
victini,0.02354088364388396,20.38690798573463,-18.515658638302007,1.3750085600500892e-08,0.0103124678103353,0.008506251343014063,0.018818732903434963,OU
snivy,-6.20466946010271,-1.9504134837000402,-0.37115825614362563,0.010551952069579176,0.00104267483130349,3.775841541123635e-05,0.011632385316293901,FU
servine,-5.54702129122621,-0.4350088176445963,-1.5670016163198686,0.007061154173197771,4.3426232050884476e-05,0.0005635012933290776,0.007668081698577733,FU
serperior,-2.9003920465681525,0.024131803134601632,-3.700953131440384,0.0013043802418920207,9.029638173716914e-08,0.0021238212955259506,0.0034282918337997085,PU
tepig,-9.611804227430055,-8.530812249810547,2.9476149840213113,0.29601421483226065,0.23317581395056555,0.027838398333253866,0.55702842711608,FU
pignite,9.080943926978923,-2.525792058246779,3.2193267003708987,0.012567345849890582,0.0009722473445703274,0.0015794710930149424,0.015119064287475852,FU
emboar,16.98433871358996,-2.627902085564222,1.0812258784786448,0.022550876156840628,0.0005398641571505568,9.139006766876971e-05,0.023182130381659956,RU
oshawott,-2.3500733936724494,-6.732123463141493,3.6323008591957784,0.0025299517763322428,0.020761251809468136,0.0060438408354854135,0.029335044421285796,FU
dewott,-0.41053588824989173,-5.583635003997946,2.94902126711926,6.474288251785351e-05,0.01197633173711557,0.003340762359741288,0.015381836979374711,FU
samurott,5.070903898247549,-4.954925663838603,1.5766196725840225,0.004800219664139018,0.0045831559839358774,0.0004640280501317169,0.009847403698206612,NU
patrat,-9.627354726053433,-8.701463403041624,3.1240132556091345,0.3182585740720426,0.2599864779236674,0.03351134822313523,0.6117564002188454,FU
watchog,1.7063757329483593,5.197841033460322,2.619007352116923,0.0008276234168570844,0.007679437748397641,0.0019496509823053161,0.01045671214756004,FU
lillipup,-9.627354726053433,-8.701463403041624,3.1240132556091345,0.3182585740720426,0.2599864779236674,0.03351134822313523,0.6117564002188454,FU
herdier,0.3270335403902527,-6.277006438302549,-1.8050894731316678,2.2384824506276043e-05,0.008246587097811897,0.0006819720392772969,0.00895094396159547,FU
stoutland,5.589495217240122,-3.77770654171056,-2.7191735734388303,0.005309892799261567,0.0024254761689919326,0.0012566502941284646,0.008992019262381964,PU
purrloin,-5.397664790163446,-1.1661160262341514,1.1412609760614354,0.007412923875255773,0.00034598816863150685,0.00033139629957447723,0.008090308343461756,FU
liepard,-1.1197037284837954,2.16169219223889,-3.0394339155424146,0.0002501202448144392,0.0009322455184124633,0.0018430113375091225,0.003025377100736025,NU
pansage,-10.03127850443289,-9.062801319821677,3.5228916256544642,0.21144452645144676,0.17258728205729235,0.026078489772790366,0.41011029828152945,PU
simisage,2.4974935862653913,-1.0225594014434032,0.6221165166513708,0.003392278947774124,0.0005686694345419127,0.00021048747445622784,0.004171435856772264,FU
pansear,-9.594163644524484,-8.685490397837341,2.9248910354527577,0.29159325018051346,0.23897469282842312,0.02710083087052722,0.5576687738794638,FU
simisear,7.08159751151522,-0.4851575278678837,-2.3406516239434323,0.027427849810994873,0.0001287344649372419,0.002996421068850284,0.030553005344782398,FU
panpour,-10.03127850443289,-9.062801319821677,3.5228916256544642,0.21144452645144676,0.17258728205729235,0.026078489772790366,0.41011029828152945,PU
simipour,6.8480231497305075,-0.7740374717808489,5.140258215537194,0.0281866469718064,0.00036011146468004697,0.01588118293001692,0.04442794136650337,FU
munna,-13.080553315058634,6.528087524742967,2.6699865613304765,0.05405912668877267,0.013464453537811462,0.002252345166442079,0.06977592539302621,FU
musharna,-9.91266172158619,19.61218087713183,0.5952911103667022,0.015106466499496119,0.059133570192873575,5.4480503772155177e-05,0.07429451719614186,NU
pidove,-10.064405510514872,-9.078743489108573,3.721629439980423,0.22463337172040337,0.1827887713193013,0.030715973148819867,0.43813811618852455,PU
tranquill,-6.558818194789005,-4.1676234955636025,-12.018420070691603,0.020436266068333406,0.008251393873277859,0.06861911646007673,0.097306776401688,FU
unfezant,-2.972423787508806,-3.5079362209482925,-16.935863700260523,0.00286283377723542,0.003987292112616892,0.09293715546972021,0.09978728135957253,FU
blitzle,-9.181442401394168,-6.234333067651375,2.429042774200756,0.026365118479298365,0.012155921879865956,0.001845347769825606,0.040366388128989926,FU
zebstrika,-2.3038282767375935,-0.9001432517737338,-2.979869415705535,0.0008224218895967165,0.00012555028767530596,0.001375906485331993,0.0023238786626040156,PU
roggenrola,-9.501431419964835,-8.529407399511738,3.174887672748564,0.16639132001096643,0.13408812200512127,0.018578443252139313,0.319057885268227,NU
boldore,1.7586913880295008,-8.107719918365063,3.3393620237097124,0.001207110671951947,0.025654602545695977,0.004352059491988442,0.031213772709636364,FU
gigalith,5.0813189997720745,-7.114887160919531,2.1103509493043284,0.009009908590581775,0.017664587396164933,0.0015540923848633126,0.02822858837161002,FU
woobat,-10.046792513441632,2.071948546679552,-2.791390747394325,0.04371368999164992,0.0018591761260734379,0.0033744567844788444,0.0489473229022022,FU
swoobat,-8.615794993211582,15.861304231723166,-11.653882564254106,0.018673890199110397,0.0632880738240728,0.03416530973680117,0.11612727375998436,FU
drilbur,3.0734078374458615,-10.661556471923323,1.1592017189735422,0.0019516814331062306,0.023486038309981,0.0002776429017191538,0.025715362644806384,FU
excadrill,10.350271568830184,-9.149950538425019,-2.187899387515796,0.015987127062447728,0.01249408423745433,0.0007143674047417781,0.029195578704643836,OU
audino,-0.9647793516642045,23.616922501459047,8.215255426175577,0.00011409792172589743,0.06837043494104628,0.008273016216471616,0.07675754907924379,NU
timburr,-0.3947965717699269,-6.555569877824155,8.117807521563808,5.295302471461004e-05,0.014600405873644006,0.022388321053679563,0.03704167995203818,FU
gurdurr,9.647005187542783,-2.6487820594060945,10.252530016720335,0.02156135322772565,0.0016254867837234073,0.024353034793487587,0.04753987480493664,NU
conkeldurr,13.764958175231362,-2.0399063435141613,8.680670685610835,0.041875205755132504,0.0009196606800563885,0.016653814523733376,0.059448680958922265,OU
tympole,-9.44271848460767,-8.55771014921911,2.7980939453612654,0.18101421129388734,0.1486735574680981,0.015894364608186527,0.345582133370172,UU
palpitoad,-3.7056408426484397,-6.314822140374364,5.0648508793283975,0.00636065784559214,0.018471307217173803,0.011882524329983263,0.036714489392749204,FU
seismitoad,6.8928372258897355,-1.8216373939517014,10.327444299647407,0.009416477818477684,0.000657682532748103,0.02113869462241844,0.031212854973644226,NU
throh,11.536794090664088,-1.8178679240926185,8.830277322544108,0.02109742378033487,0.0005238220756617088,0.012359697173071862,0.03398094302906844,PU
sawk,11.935341061624774,-2.7584230070428983,6.665179470829073,0.03561536612616572,0.00190234586404243,0.011106863680223435,0.04862457567043158,NU
sewaddle,-9.542054131900436,-8.741559563694427,3.5312713783913647,0.18335585486622624,0.1538823721911899,0.025111532592660992,0.3623497596500771,NU
swadloon,-7.6463602994644635,-2.2063242822878646,-2.5360875181369273,0.03881169796997042,0.0032314081501555163,0.004269545043128331,0.046312651163254275,FU
leavanny,-2.7982342768030364,-0.026823725128401144,-8.666419215079618,0.002029747448986737,1.86514259397026e-07,0.019469430405281388,0.02149936436852752,FU
venipede,-10.064405510514872,-9.078743489108573,3.721629439980423,0.22463337172040337,0.1827887713193013,0.030715973148819867,0.43813811618852455,PU
whirlipede,-2.161802500029916,-6.523796441782505,0.12948459760142983,0.0011206447657959662,0.010205557656159572,4.020426810518277e-06,0.011330222848766055,FU
scolipede,5.010668127043514,-6.976863381133931,-1.112322480196131,0.004265534090351088,0.00826994415708811,0.00021020525467004006,0.012745683502109237,OU
cottonee,-8.086789306890372,-2.8088893887814677,-1.2272819129998764,0.02332396044791197,0.0028139690399481337,0.000537203344382437,0.02667513283224254,FU
whimsicott,-7.990171132919061,3.951438522819773,-5.747829264360125,0.01333839157571297,0.0032621337213323497,0.006902382448425319,0.02350290774547064,RU
petilil,-10.72637724348101,-5.629342177248791,3.56410649723127,0.09054442204914825,0.02493853071498361,0.009996705822452432,0.1254796585865843,FU
lilligant,-9.140770099405723,1.1480475871283033,-0.6655269002091788,0.016887017411353664,0.000266383400935726,8.951969774640836e-05,0.0172429205100358,NU
basculin,1.4039426296060258,-5.785546512936457,1.63662625844784,0.0005555619832670987,0.009434580100017624,0.0007549754450084951,0.010745117528293218,FU
sandile,-4.771194774574797,-10.018193155866458,1.2461777159879879,0.013921456501440352,0.061377498475556014,0.0009497085425087648,0.07624866351950513,FU
krokorok,10.482632446475643,-6.269712021068671,0.08280057087163151,0.021437386600251834,0.0076687805488332055,1.3375123027558611e-06,0.029107504661387795,FU
krookodile,19.57698986826918,-6.255992695643036,-4.931035877484199,0.054351343057040404,0.0055502291507605545,0.0034482184633646586,0.06334979067116561,UU
darumaka,-0.05244120760429283,-5.621117133500775,0.37793089145059544,1.375594474029688e-06,0.015804848060747907,7.144467062154845e-05,0.015877668325843485,FU
darmanitan,11.626948925187342,-2.5676114129793057,-2.014328678751315,0.034818363899349995,0.001697991162023358,0.0010450510417553656,0.03756140610312872,UU
maractus,-5.073495476733973,-2.732224327701321,1.8030792173139296,0.004799364376158186,0.001391880262839612,0.0006061760645363283,0.006797420703534126,FU
dwebble,1.031936496527008,-10.14146931582081,4.134595864354935,0.00021065656200202118,0.02034561439449128,0.003381700790161579,0.023937971746654883,FU
crustle,6.929402840508216,-9.413955137626822,1.6471822361246913,0.007910990615186282,0.014601030174284185,0.0004470154666047599,0.02295903625607523,NU
scraggy,8.974664341629039,-2.5325793159473626,3.82211915239389,0.020707504982848176,0.0016489878526437095,0.003755776920580036,0.02611226975607192,FU
scrafty,15.998075425594543,-0.7788263598466267,1.6900683933253005,0.049310541313544835,0.00011686529889926187,0.0005503168998216919,0.04997772351226579,UU
sigilyph,-10.725436994421425,18.84432104165768,-15.768034483031718,0.013709059292613015,0.04231931718154339,0.029630077324667003,0.0856584537988234,RU
yamask,-10.005579010017453,7.100360752893846,1.317857232846098,0.011409546050027499,0.005745723775989213,0.00019793411014141206,0.017353203936158128,FU
cofagrigus,-8.704945114162486,12.509170494662339,1.1988961350764078,0.007484995130592925,0.015456689096863124,0.0001419784949455916,0.023083662722401643,RU
tirtouga,2.0407874346002757,-8.734942081102762,6.122186089116319,0.0008669489669921561,0.015882470214514572,0.007802091561766729,0.024551510743273455,FU
carracosta,10.990656306480883,-6.465080702289179,7.383294359895989,0.01957534888019657,0.006773453563242068,0.00883410635732849,0.035182908800767125,PU
archen,4.1083446453672146,-9.173979107049622,-12.153696180209135,0.0023544979428784907,0.011740323684995092,0.02060541322915204,0.03470023485702563,FU
archeops,12.009265529057027,-6.633367777680853,-20.071026920649736,0.016018408931909475,0.004887138370495469,0.04474305859301296,0.0656486058954179,NU
trubbish,-5.170360927999122,-3.872323521418954,4.7214911223449745,0.005428558019007173,0.00304499111832836,0.00452690224861737,0.013000451385952901,FU
garbodor,-1.7024005471979007,-1.2685095634549324,4.400324051629976,0.00048148960352880846,0.0002673319740020852,0.003216864249841676,0.00396568582737257,NU
zorua,-2.4556662591866845,0.7583590839558623,-3.1260884870042083,0.000676947886732957,6.45604185488262e-05,0.0010970314662300427,0.001838539771511826,FU
zoroark,1.9855809116529217,1.9203398840835266,-5.237744544434345,0.0003900958113156713,0.00036488189343680696,0.0027144680560110025,0.0034694457607634807,UU
minccino,-7.453774576079842,-4.670829389630249,1.9442789546543546,0.011269626156262254,0.0044253233513523275,0.0007667859588063853,0.016461735466420966,FU
cinccino,-1.7826915503978684,1.623889481307974,0.15926860195257186,0.00047679526865101026,0.00039563295743721445,3.8057465369051624e-06,0.0008762339726251299,RU
gothita,-9.556054598871253,-8.827697086639953,3.451988592207364,0.18634265606746642,0.15901931610591483,0.024316089894655,0.3696780620680363,NU
gothorita,-10.014728839754836,11.867774527493491,0.5349356920842586,0.025839101642657732,0.03628587449828758,7.372285962585475e-05,0.062198699000571164,FU
gothitelle,-5.889100373550809,16.603404533829373,-0.13184270549899457,0.006829762697429104,0.054287769717757096,3.4231025827942125e-06,0.06112095551776899,OU
solosis,-9.87780451260055,2.8204638870679304,2.781948830111479,0.032839776603614666,0.002677444190585378,0.0026048193848381704,0.03812204017903821,FU
duosion,-10.67368914363553,10.414940346518394,2.1751234365590317,0.02927450309029882,0.027872376816721223,0.001215705123205787,0.05836258503022583,FU
reuniclus,-3.0021732033963686,21.08152156318055,6.620160367829982,0.0012771907704174465,0.06297790202082508,0.0062104247361569305,0.07046551752739946,RU
ducklett,-8.229889454094481,-8.01009311163256,-3.634751792265883,0.03469584358171455,0.032867341463685584,0.006767666770463028,0.07433085181586316,FU
swanna,-2.8132355562530162,-3.76754346717382,-13.151305721862217,0.0028286028203406473,0.005073133811852511,0.06181551928473134,0.0697172559169245,FU
vanillite,-9.784096926542482,-7.080917963858178,4.874647490303833,0.041530022630448284,0.02175203035950487,0.010308776058042559,0.07359082904799572,PU
vanillish,-7.7531944049322385,-5.482687352709901,3.6166413981237038,0.024139234471502385,0.01207116282851461,0.005252584456408165,0.04146298175642516,FU
vanilluxe,-2.7817192594085443,-0.618085749225096,3.2798085286808787,0.0018691559221466006,9.228187229018234e-05,0.0025984592952793704,0.004559897089716153,FU
deerling,-9.594163644524484,-8.685490397837341,2.9248910354527577,0.29159325018051346,0.23897469282842312,0.02710083087052722,0.5576687738794638,FU
sawsbuck,-3.3846294102540746,0.9837604297376767,-1.7143680641553563,0.0035679181947407546,0.0003014194965134091,0.0009153786448519536,0.004784716336106117,FU
emolga,-5.547598187992956,0.8871822509084462,-7.594504012365204,0.007845335119800258,0.00020064446957209704,0.014702809697451307,0.02274878928682366,FU
karrablast,-6.904068767183406,-9.298217747475913,2.7182181126990654,0.024617707377515025,0.04465157812913736,0.003815979142138894,0.07308526464879128,FU
escavalier,1.2343910405355212,-4.88520974421957,-2.4676762185646033,0.0003150853656316042,0.004935022535145687,0.0012592126045206395,0.006509320505297931,RU
foongus,-8.291112013247048,-5.241930802288879,2.5066498465580196,0.01996629263156894,0.007980947135974683,0.0018249846262298572,0.029772224393773482,FU
amoonguss,-4.365352776268214,-1.8582726169470063,0.8189990705338153,0.004331196257004065,0.0007848524633191468,0.0001524530049031069,0.005268501725226319,RU
frillish,-9.268976291427885,5.921142829880801,5.6041954045363624,0.01640087187243054,0.006692902027556659,0.0059955624715015915,0.029089336371488788,FU
jellicent,-6.299146272208647,7.030507957356663,5.008538386873745,0.005950982040346372,0.007413079564831305,0.0037622466707443016,0.01712630827592198,RU
alomomola,-4.875271692622691,4.124924784078444,5.748450124180033,0.004667021134179366,0.0033409824046480682,0.006488490244338192,0.014496493783165625,RU
joltik,-10.885475869877475,-6.353092085032259,0.7008439750056612,0.0537880144663713,0.018321497796879135,0.00022296328916351124,0.07233247555241394,FU
galvantula,-4.2394786222181216,-0.947005992873307,-5.28644495085781,0.002946117580452561,0.00014700450059255645,0.0045809189158772705,0.007674040996922388,UU
ferroseed,-2.8709393606688813,-4.40957498339215,2.83143578543672,0.0007407150448935902,0.0017474171382830415,0.0007204710921553601,0.0032086032753319916,NU
ferrothorn,2.5380591466482167,-4.024169253197756,0.847974437888085,0.00047035262157044897,0.0011824221828073667,5.250318056049396e-05,0.0017052779849383098,OU
klink,-8.486343140571888,-6.658796120076012,2.2656622304439202,0.019643375144205676,0.012093899906462062,0.0014001200149956314,0.03313739506566337,FU
klang,-5.840376592995003,0.48043602602039837,0.06942035378649489,0.00546870913936206,3.7006179749278e-05,7.726392513627434e-07,0.0055064879583627,FU
klinklang,-5.1071564723452125,2.2366205956885583,-0.32447458949869445,0.0038173192476665518,0.0007321242527359322,1.5408541685571878e-05,0.004564852042088056,NU
tynamo,-9.77201891823298,-8.899399612927976,3.6625634431771212,0.20576615431389192,0.17065804244183624,0.028905178478386223,0.4053293752341144,NU
eelektrik,-4.675937160924181,-0.004004802577897593,-2.1620086099597233,0.00761738784872978,5.587672712394827e-09,0.001628484295892574,0.009245877732295066,FU
eelektross,7.64435879356936,2.6528161969705826,-3.9367754271275897,0.01047141254081572,0.0012610649792991206,0.002777182542711629,0.014509660062826469,RU
elgyem,-11.848172797032213,2.022252295945318,2.4963156009970415,0.06453578259500185,0.0018800460903899813,0.0028648164638577223,0.06928064514924956,FU
beheeyem,-10.01678544063601,19.819952777945854,-1.5747026422604344,0.01742538062427898,0.06822299191813155,0.0004306482066700136,0.08607902074908055,PU
litwick,-11.188803511148407,-3.8497913966262076,1.4550617786485662,0.0645840371191861,0.0076459647235964405,0.0010922467483562373,0.07332224859113878,PU
lampent,-8.83888025882268,2.4769394246080605,-3.4982585026473645,0.021732064267437595,0.0017066216514639466,0.003404162446461099,0.026842848365362642,FU
chandelure,-6.7534449896298625,8.777220512153953,-5.8637912745964575,0.006350110609864395,0.010726167523578979,0.00478726603689991,0.021863544170343287,UU
axew,7.125127454024003,-7.9337262051859705,-5.386456404001264,0.01556779379255831,0.01930172897494889,0.008897092257423288,0.04376661502493048,FU
fraxure,10.499900538233323,-7.666839792274821,-6.082099571671211,0.02984198107728627,0.01591072819902178,0.01001300266914215,0.0557657119454502,FU
haxorus,16.01935972289023,-6.629498353601148,-7.19908928455247,0.051134332091710734,0.008757569936895209,0.010327076630599718,0.07021897865920566,UU
cubchoo,-9.756498439877213,-8.729077902077654,3.4865057087931355,0.19723773426910343,0.1578842414206889,0.025187369157970506,0.3803093448477628,NU
beartic,10.92176381010011,-3.619053786817351,5.962234521590821,0.035003839395910424,0.003843440809130562,0.010431535282585242,0.049278815487626235,FU
cryogonal,-4.497182971411548,1.375953786377944,2.8990915819207075,0.004168192168506241,0.0003901883636299099,0.0017321699015115212,0.006290550433647672,NU
shelmet,-7.234188191693763,-4.999952696779458,2.530346212239184,0.021910046994763874,0.010466355827948427,0.0026805480628189046,0.03505695088553121,FU
accelgor,-2.9775722854966507,-1.6371896132105412,-0.714229922388655,0.0014337692262146179,0.0004334635555528526,8.249558551856364e-05,0.0019497283672860342,NU
stunfisk,3.1092556433305516,-2.654702320065976,3.7487428710807604,0.0028829609438176694,0.0021016362713993774,0.004190802575995084,0.009175399791212131,FU
mienfoo,3.34258889457604,-4.174929942827008,3.4662010754368198,0.0023461410378351833,0.003660046210315296,0.0025228747463425733,0.008529061994493051,FU
mienshao,8.350329363787667,0.11430236850263853,1.6852858555542447,0.011550409921029714,2.16421620837543e-06,0.0004704758521372992,0.012023049989375388,UU
druddigon,18.87510548632396,-6.91987662789229,-8.584429863661644,0.04595414777317514,0.006176502831904994,0.009505366244827897,0.061636016849908035,RU
golett,-1.2180001602337223,-3.2439798726775146,9.033485576740862,0.0004410921842979585,0.003128894887553698,0.02426304941373655,0.027833036485588207,FU
golurk,9.004110033325505,7.897761783852312,10.107812934544254,0.00906100803254557,0.0069711269010074165,0.011418506931966974,0.02745064186551996,NU
pawniard,4.995398865726773,-4.372465830499258,-0.2574040807272229,0.0050191742590917484,0.003845428855455948,1.3326705102160863e-05,0.008877929819649858,NU
bisharp,10.218359578613388,-2.2942271458834913,-2.5685587004896724,0.015852712101353125,0.0007991237505466632,0.0010016596992938258,0.017653495551193613,OU
bouffalant,7.978878165947556,-7.549945856680842,0.9885963074172962,0.005912988667973904,0.005294330560795514,9.077397368161843e-05,0.011298093202451035,PU
